Vehicles,Column1,Month,Year,Units,Vehicles.1,Vehicles_Cleaned,Classification,Category.1,Date
Road Prince Threewheeler,Prod,May,2022,714.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-05-01
Road Prince Threewheeler,Prod,Jun,2022,578.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-06-01
Road Prince Threewheeler,Sale,July,2021,885.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,
Road Prince Threewheeler,Sale,Aug,2021,420.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2021-08-01
Road Prince Threewheeler,Sale,Sept,2021,918.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,
Road Prince Threewheeler,Sale,Oct,2021,905.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2021-10-01
Road Prince Threewheeler,Sale,Nov,2021,824.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2021-11-01
Road Prince Threewheeler,Sale,Dec,2021,664.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2021-12-01
Road Prince Threewheeler,Sale,Jan,2022,726.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-01-01
Road Prince Threewheeler,Sale,Feb,2022,245.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-02-01
Road Prince Threewheeler,Sale,Mar,2022,640.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-03-01
Road Prince Threewheeler,Sale,Apr,2022,842.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-04-01
Road Prince Threewheeler,Sale,May,2022,714.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-05-01
Road Prince Threewheeler,Sale,Jun,2022,578.0,Road Prince Threewheeler,Road Prince Threewheeler,THREE-WHEELER,THREE-WHEELER,2022-06-01
United Auto Motorcycle,Prod,July,2021,29626.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,
United Auto Motorcycle,Prod,Aug,2021,28671.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-08-01
United Auto Motorcycle,Prod,Sept,2021,25595.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,
United Auto Motorcycle,Prod,Oct,2021,31552.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-10-01
United Auto Motorcycle,Prod,Nov,2021,21276.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-11-01
United Auto Motorcycle,Prod,Dec,2021,13923.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-12-01
United Auto Motorcycle,Prod,Jan,2022,18148.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-01-01
United Auto Motorcycle,Prod,Feb,2022,16301.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-02-01
United Auto Motorcycle,Prod,Mar,2022,22045.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-03-01
United Auto Motorcycle,Prod,Apr,2022,21646.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-04-01
United Auto Motorcycle,Prod,May,2022,19697.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-05-01
United Auto Motorcycle,Prod,Jun,2022,18143.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-06-01
United Auto Motorcycle,Sale,July,2021,27727.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,
United Auto Motorcycle,Sale,Aug,2021,30558.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-08-01
United Auto Motorcycle,Sale,Sept,2021,25696.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,
United Auto Motorcycle,Sale,Oct,2021,31393.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-10-01
United Auto Motorcycle,Sale,Nov,2021,21438.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-11-01
United Auto Motorcycle,Sale,Dec,2021,13455.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2021-12-01
United Auto Motorcycle,Sale,Jan,2022,18279.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-01-01
United Auto Motorcycle,Sale,Feb,2022,17082.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-02-01
United Auto Motorcycle,Sale,Mar,2022,21587.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-03-01
United Auto Motorcycle,Sale,Apr,2022,21684.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-04-01
United Auto Motorcycle,Sale,May,2022,19771.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-05-01
United Auto Motorcycle,Sale,Jun,2022,17007.0,United Auto Motorcycle,United Auto Motorcycle,TWO-WHEELER,MOTORCYCLES,2022-06-01
United Auto Three Wheeler,Prod,July,2021,231.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,
United Auto Three Wheeler,Prod,Aug,2021,78.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-08-01
United Auto Three Wheeler,Prod,Sept,2021,508.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,
United Auto Three Wheeler,Prod,Oct,2021,382.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-10-01
United Auto Three Wheeler,Prod,Nov,2021,269.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-11-01
United Auto Three Wheeler,Prod,Dec,2021,191.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-12-01
United Auto Three Wheeler,Prod,Jan,2022,251.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-01-01
United Auto Three Wheeler,Prod,Feb,2022,220.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-02-01
United Auto Three Wheeler,Prod,Mar,2022,161.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-03-01
United Auto Three Wheeler,Prod,Apr,2022,266.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-04-01
United Auto Three Wheeler,Prod,May,2022,277.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-05-01
United Auto Three Wheeler,Prod,Jun,2022,351.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-06-01
United Auto Three Wheeler,Sale,July,2021,254.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,
United Auto Three Wheeler,Sale,Aug,2021,83.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-08-01
United Auto Three Wheeler,Sale,Sept,2021,495.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,
United Auto Three Wheeler,Sale,Oct,2021,365.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-10-01
United Auto Three Wheeler,Sale,Nov,2021,258.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-11-01
United Auto Three Wheeler,Sale,Dec,2021,169.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2021-12-01
United Auto Three Wheeler,Sale,Jan,2022,279.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-01-01
United Auto Three Wheeler,Sale,Feb,2022,209.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-02-01
United Auto Three Wheeler,Sale,Mar,2022,210.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-03-01
United Auto Three Wheeler,Sale,Apr,2022,251.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-04-01
United Auto Three Wheeler,Sale,May,2022,280.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-05-01
United Auto Three Wheeler,Sale,Jun,2022,303.0,United Auto Three Wheeler,United Auto Three Wheeler,THREE-WHEELER,THREE-WHEELER,2022-06-01
Honda Cars (Civic & City),Prod,July,2022,2387.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,
Honda Cars (Civic & City),Prod,Aug,2022,1482.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-08-01
Honda Cars (Civic & City),Prod,Sept,2022,1191.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,
Honda Cars (Civic & City),Prod,Oct,2022,1380.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-10-01
Honda Cars (Civic & City),Prod,Nov,2022,1796.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-11-01
Honda Cars (Civic & City),Prod,Dec,2022,1194.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-12-01
Honda Cars (Civic & City),Prod,Jan,2023,1256.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-01-01
Honda Cars (Civic & City),Prod,Feb,2023,1330.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-02-01
Honda Cars (Civic & City),Prod,Mar,2023,545.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-03-01
Honda Cars (Civic & City),Prod,Apr,2023,0.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-04-01
Honda Cars (Civic & City),Prod,May,2023,25.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-05-01
Honda Cars (Civic & City),Prod,Jun,2023,215.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-06-01
Honda Cars (Civic & City),Sale,July,2022,2408.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,
Honda Cars (Civic & City),Sale,Aug,2022,1436.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-08-01
Honda Cars (Civic & City),Sale,Sept,2022,1201.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,
Honda Cars (Civic & City),Sale,Oct,2022,1371.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-10-01
Honda Cars (Civic & City),Sale,Nov,2022,1509.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-11-01
Honda Cars (Civic & City),Sale,Dec,2022,981.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2022-12-01
Honda Cars (Civic & City),Sale,Jan,2023,1620.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-01-01
Honda Cars (Civic & City),Sale,Feb,2023,1244.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-02-01
Honda Cars (Civic & City),Sale,Mar,2023,611.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-03-01
Honda Cars (Civic & City),Sale,Apr,2023,159.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-04-01
Honda Cars (Civic & City),Sale,May,2023,56.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-05-01
Honda Cars (Civic & City),Sale,Jun,2023,227.0,Honda Cars (Civic & City),Honda Cars (Civic & City),1300cc and Above,CARS,2023-06-01
Suzuki Swift,Prod,July,2022,1028.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,
Suzuki Swift,Prod,Aug,2022,929.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-08-01
Suzuki Swift,Prod,Sept,2022,694.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,
Suzuki Swift,Prod,Oct,2022,1153.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-10-01
Suzuki Swift,Prod,Nov,2022,2194.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-11-01
Suzuki Swift,Prod,Dec,2022,1609.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-12-01
Suzuki Swift,Prod,Jan,2023,5.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-01-01
Suzuki Swift,Prod,Feb,2023,230.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-02-01
Suzuki Swift,Prod,Mar,2023,811.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-03-01
Suzuki Swift,Prod,Apr,2023,220.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-04-01
Suzuki Swift,Prod,May,2023,295.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-05-01
Suzuki Swift,Prod,Jun,2023,458.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-06-01
Suzuki Swift,Sale,July,2022,321.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,
Suzuki Swift,Sale,Aug,2022,532.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-08-01
Suzuki Swift,Sale,Sept,2022,1263.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,
Suzuki Swift,Sale,Oct,2022,1350.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-10-01
Suzuki Swift,Sale,Nov,2022,2242.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-11-01
Suzuki Swift,Sale,Dec,2022,1428.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2022-12-01
Suzuki Swift,Sale,Jan,2023,504.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-01-01
Suzuki Swift,Sale,Feb,2023,67.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-02-01
Suzuki Swift,Sale,Mar,2023,877.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-03-01
Suzuki Swift,Sale,Apr,2023,145.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-04-01
Suzuki Swift,Sale,May,2023,332.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-05-01
Suzuki Swift,Sale,Jun,2023,277.0,Suzuki Swift,Suzuki Swift,1300cc and Above,CARS,2023-06-01
Toyota (Corolla & Yaris),Prod,July,2022,2566.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,
Toyota (Corolla & Yaris),Prod,Aug,2022,2216.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-08-01
Toyota (Corolla & Yaris),Prod,Sept,2022,1747.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,
Toyota (Corolla & Yaris),Prod,Oct,2022,1761.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-10-01
Toyota (Corolla & Yaris),Prod,Nov,2022,2049.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-11-01
Toyota (Corolla & Yaris),Prod,Dec,2022,1721.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-12-01
Toyota (Corolla & Yaris),Prod,Jan,2023,2525.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-01-01
Toyota (Corolla & Yaris),Prod,Feb,2023,850.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-02-01
Toyota (Corolla & Yaris),Prod,Mar,2023,1021.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-03-01
Toyota (Corolla & Yaris),Prod,Apr,2023,928.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-04-01
Toyota (Corolla & Yaris),Prod,May,2023,1029.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-05-01
Toyota (Corolla & Yaris),Prod,Jun,2023,1237.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-06-01
Toyota (Corolla & Yaris),Sale,July,2022,1734.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,
Toyota (Corolla & Yaris),Sale,Aug,2022,2901.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-08-01
Toyota (Corolla & Yaris),Sale,Sept,2022,1780.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,
Toyota (Corolla & Yaris),Sale,Oct,2022,1838.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-10-01
Toyota (Corolla & Yaris),Sale,Nov,2022,1933.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-11-01
Toyota (Corolla & Yaris),Sale,Dec,2022,1879.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2022-12-01
Toyota (Corolla & Yaris),Sale,Jan,2023,1719.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-01-01
Toyota (Corolla & Yaris),Sale,Feb,2023,1091.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-02-01
Toyota (Corolla & Yaris),Sale,Mar,2023,1119.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-03-01
Toyota (Corolla & Yaris),Sale,Apr,2023,1007.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-04-01
Toyota (Corolla & Yaris),Sale,May,2023,853.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-05-01
Toyota (Corolla & Yaris),Sale,Jun,2023,984.0,Toyota (Corolla & Yaris),"Toyota(Corolla, Yaris & Corolla Cross)",1300cc and Above,CARS,2023-06-01
Hyundai Elantra,Prod,July,2022,10.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,
Hyundai Elantra,Prod,Aug,2022,731.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-08-01
Hyundai Elantra,Prod,Sept,2022,149.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,
Hyundai Elantra,Prod,Oct,2022,125.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-10-01
Hyundai Elantra,Prod,Nov,2022,8.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-11-01
Hyundai Elantra,Prod,Dec,2022,65.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-12-01
Hyundai Elantra,Prod,Jan,2023,343.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-01-01
Hyundai Elantra,Prod,Feb,2023,234.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-02-01
Hyundai Elantra,Prod,Mar,2023,208.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-03-01
Hyundai Elantra,Prod,Apr,2023,243.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-04-01
Hyundai Elantra,Prod,May,2023,320.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-05-01
Hyundai Elantra,Prod,Jun,2023,51.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-06-01
Hyundai Elantra,Sale,July,2022,0.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,
Hyundai Elantra,Sale,Aug,2022,581.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-08-01
Hyundai Elantra,Sale,Sept,2022,320.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,
Hyundai Elantra,Sale,Oct,2022,135.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-10-01
Hyundai Elantra,Sale,Nov,2022,101.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-11-01
Hyundai Elantra,Sale,Dec,2022,145.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2022-12-01
Hyundai Elantra,Sale,Jan,2023,173.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-01-01
Hyundai Elantra,Sale,Feb,2023,243.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-02-01
Hyundai Elantra,Sale,Mar,2023,188.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-03-01
Hyundai Elantra,Sale,Apr,2023,119.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-04-01
Hyundai Elantra,Sale,May,2023,69.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-05-01
Hyundai Elantra,Sale,Jun,2023,88.0,Hyundai Elantra,Hyundai Elantra,1300cc and Above,CARS,2023-06-01
Hyundai Sonata,Prod,July,2022,282.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,
Hyundai Sonata,Prod,Aug,2022,127.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-08-01
Hyundai Sonata,Prod,Sept,2022,0.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,
Hyundai Sonata,Prod,Oct,2022,181.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-10-01
Hyundai Sonata,Prod,Nov,2022,0.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-11-01
Hyundai Sonata,Prod,Dec,2022,32.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-12-01
Hyundai Sonata,Prod,Jan,2023,253.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-01-01
Hyundai Sonata,Prod,Feb,2023,104.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-02-01
Hyundai Sonata,Prod,Mar,2023,115.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-03-01
Hyundai Sonata,Prod,Apr,2023,42.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-04-01
Hyundai Sonata,Prod,May,2023,180.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-05-01
Hyundai Sonata,Prod,Jun,2023,172.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-06-01
Hyundai Sonata,Sale,July,2022,0.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,
Hyundai Sonata,Sale,Aug,2022,234.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-08-01
Hyundai Sonata,Sale,Sept,2022,151.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,
Hyundai Sonata,Sale,Oct,2022,77.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-10-01
Hyundai Sonata,Sale,Nov,2022,42.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-11-01
Hyundai Sonata,Sale,Dec,2022,56.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2022-12-01
Hyundai Sonata,Sale,Jan,2023,191.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-01-01
Hyundai Sonata,Sale,Feb,2023,197.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-02-01
Hyundai Sonata,Sale,Mar,2023,118.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-03-01
Hyundai Sonata,Sale,Apr,2023,155.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-04-01
Hyundai Sonata,Sale,May,2023,135.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-05-01
Hyundai Sonata,Sale,Jun,2023,77.0,Hyundai Sonata,Hyundai Shehzore,1300cc and Above,CARS,2023-06-01
Baic D20,Prod,July,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,
Baic D20,Prod,Aug,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-08-01
Baic D20,Prod,Sept,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,
Baic D20,Prod,Oct,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-10-01
Baic D20,Prod,Nov,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-11-01
Baic D20,Prod,Dec,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-12-01
Baic D20,Prod,Jan,2023,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2023-01-01
Baic D20,Prod,Feb,2023,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2023-02-01
Baic D20,Prod,Mar,2023,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2023-03-01
Baic D20,Prod,Apr,2023,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2023-04-01
Baic D20,Prod,May,2023,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2023-05-01
Baic D20,Prod,Jun,2023,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2023-06-01
Baic D20,Sale,July,2022,1.0,Baic D20,Baic D20,1300cc and Above,CARS,
Baic D20,Sale,Aug,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-08-01
Baic D20,Sale,Sept,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,
Baic D20,Sale,Oct,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-10-01
Baic D20,Sale,Nov,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-11-01
Baic D20,Sale,Dec,2022,0.0,Baic D20,Baic D20,1300cc and Above,CARS,2022-12-01
