Vehicles,Column1,Month,Year,Units,Vehicles.1,Vehicles_Cleaned,Classification,Category.1,Date
Master,Sale,Mar,2009,19.0,Master,Master,,TRUCKS,2009-03-01
Master,Sale,Apr,2009,25.0,Master,Master,,TRUCKS,2009-04-01
Master,Sale,May,2009,29.0,Master,Master,,TRUCKS,2009-05-01
Master,Sale,Jun,2009,68.0,Master,Master,,TRUCKS,2009-06-01
Isuzu,Prod.,July,2008,68.0,Isuzu,Isuzu,,TRUCKS,
Isuzu,Prod.,Aug,2008,35.0,Isuzu,Isuzu,,TRUCKS,2008-08-01
Isuzu,Prod.,Sep,2008,23.0,Isuzu,Isuzu,,TRUCKS,2008-09-01
Isuzu,Prod.,Oct,2008,18.0,Isuzu,Isuzu,,TRUCKS,2008-10-01
Isuzu,Prod.,Nov,2008,26.0,Isuzu,Isuzu,,TRUCKS,2008-11-01
Isuzu,Prod.,Dec,2008,83.0,Isuzu,Isuzu,,TRUCKS,2008-12-01
Isuzu,Prod.,Jan,2009,1.0,Isuzu,Isuzu,,TRUCKS,2009-01-01
Isuzu,Prod.,Feb,2009,6.0,Isuzu,Isuzu,,TRUCKS,2009-02-01
Isuzu,Prod.,Mar,2009,47.0,Isuzu,Isuzu,,TRUCKS,2009-03-01
Isuzu,Prod.,Apr,2009,62.0,Isuzu,Isuzu,,TRUCKS,2009-04-01
Isuzu,Prod.,May,2009,49.0,Isuzu,Isuzu,,TRUCKS,2009-05-01
Isuzu,Prod.,Jun,2009,63.0,Isuzu,Isuzu,,TRUCKS,2009-06-01
Isuzu,Sale,July,2008,40.0,Isuzu,Isuzu,,TRUCKS,
Isuzu,Sale,Aug,2008,36.0,Isuzu,Isuzu,,TRUCKS,2008-08-01
Isuzu,Sale,Sep,2008,15.0,Isuzu,Isuzu,,TRUCKS,2008-09-01
Isuzu,Sale,Oct,2008,24.0,Isuzu,Isuzu,,TRUCKS,2008-10-01
Isuzu,Sale,Nov,2008,20.0,Isuzu,Isuzu,,TRUCKS,2008-11-01
Isuzu,Sale,Dec,2008,26.0,Isuzu,Isuzu,,TRUCKS,2008-12-01
Isuzu,Sale,Jan,2009,75.0,Isuzu,Isuzu,,TRUCKS,2009-01-01
Isuzu,Sale,Feb,2009,49.0,Isuzu,Isuzu,,TRUCKS,2009-02-01
Isuzu,Sale,Mar,2009,51.0,Isuzu,Isuzu,,TRUCKS,2009-03-01
Isuzu,Sale,Apr,2009,34.0,Isuzu,Isuzu,,TRUCKS,2009-04-01
Isuzu,Sale,May,2009,55.0,Isuzu,Isuzu,,TRUCKS,2009-05-01
Isuzu,Sale,Jun,2009,70.0,Isuzu,Isuzu,,TRUCKS,2009-06-01
Volvo,Prod.,July,2008,0.0,Volvo,Volvo,,TRUCKS,
Volvo,Prod.,Aug,2008,0.0,Volvo,Volvo,,TRUCKS,2008-08-01
Volvo,Prod.,Sep,2008,0.0,Volvo,Volvo,,TRUCKS,2008-09-01
Volvo,Prod.,Nov,2008,0.0,Volvo,Volvo,,TRUCKS,2008-11-01
Volvo,Prod.,Dec,2008,0.0,Volvo,Volvo,,TRUCKS,2008-12-01
Volvo,Prod.,Jan,2009,0.0,Volvo,Volvo,,TRUCKS,2009-01-01
Volvo,Prod.,Feb,2009,0.0,Volvo,Volvo,,TRUCKS,2009-02-01
Volvo,Prod.,Mar,2009,0.0,Volvo,Volvo,,TRUCKS,2009-03-01
Volvo,Prod.,Apr,2009,0.0,Volvo,Volvo,,TRUCKS,2009-04-01
Volvo,Prod.,May,2009,0.0,Volvo,Volvo,,TRUCKS,2009-05-01
Volvo,Prod.,Jun,2009,0.0,Volvo,Volvo,,TRUCKS,2009-06-01
Volvo,Sale,July,2008,0.0,Volvo,Volvo,,TRUCKS,
Volvo,Sale,Aug,2008,0.0,Volvo,Volvo,,TRUCKS,2008-08-01
Volvo,Sale,Sep,2008,0.0,Volvo,Volvo,,TRUCKS,2008-09-01
Volvo,Sale,Nov,2008,0.0,Volvo,Volvo,,TRUCKS,2008-11-01
Volvo,Sale,Dec,2008,0.0,Volvo,Volvo,,TRUCKS,2008-12-01
Volvo,Sale,Jan,2009,0.0,Volvo,Volvo,,TRUCKS,2009-01-01
Volvo,Sale,Feb,2009,0.0,Volvo,Volvo,,TRUCKS,2009-02-01
Volvo,Sale,Mar,2009,0.0,Volvo,Volvo,,TRUCKS,2009-03-01
Volvo,Sale,Apr,2009,0.0,Volvo,Volvo,,TRUCKS,2009-04-01
Volvo,Sale,May,2009,0.0,Volvo,Volvo,,TRUCKS,2009-05-01
Volvo,Sale,Jun,2009,0.0,Volvo,Volvo,,TRUCKS,2009-06-01
Hino,Prod.,July,2008,84.0,Hino,Hino,,TRUCKS,
Hino,Prod.,Aug,2008,54.0,Hino,Hino,,TRUCKS,2008-08-01
Hino,Prod.,Sep,2008,12.0,Hino,Hino,,TRUCKS,2008-09-01
Hino,Prod.,Oct,2008,54.0,Hino,Hino,,TRUCKS,2008-10-01
Hino,Prod.,Nov,2008,30.0,Hino,Hino,,TRUCKS,2008-11-01
Hino,Prod.,Dec,2008,12.0,Hino,Hino,,TRUCKS,2008-12-01
Hino,Prod.,Jan,2009,24.0,Hino,Hino,,TRUCKS,2009-01-01
Hino,Prod.,Feb,2009,36.0,Hino,Hino,,TRUCKS,2009-02-01
Hino,Prod.,Mar,2009,36.0,Hino,Hino,,TRUCKS,2009-03-01
Hino,Prod.,Apr,2009,53.0,Hino,Hino,,TRUCKS,2009-04-01
Hino,Prod.,May,2009,54.0,Hino,Hino,,TRUCKS,2009-05-01
Hino,Prod.,Jun,2009,66.0,Hino,Hino,,TRUCKS,2009-06-01
Hino,Sale,July,2008,41.0,Hino,Hino,,TRUCKS,
Hino,Sale,Aug,2008,64.0,Hino,Hino,,TRUCKS,2008-08-01
Hino,Sale,Sep,2008,43.0,Hino,Hino,,TRUCKS,2008-09-01
Hino,Sale,Oct,2008,31.0,Hino,Hino,,TRUCKS,2008-10-01
Hino,Sale,Nov,2008,46.0,Hino,Hino,,TRUCKS,2008-11-01
Hino,Sale,Dec,2008,16.0,Hino,Hino,,TRUCKS,2008-12-01
Hino,Sale,Jan,2009,54.0,Hino,Hino,,TRUCKS,2009-01-01
Hino,Sale,Feb,2009,17.0,Hino,Hino,,TRUCKS,2009-02-01
Hino,Sale,Mar,2009,52.0,Hino,Hino,,TRUCKS,2009-03-01
Hino,Sale,Apr,2009,54.0,Hino,Hino,,TRUCKS,2009-04-01
Hino,Sale,May,2009,36.0,Hino,Hino,,TRUCKS,2009-05-01
Hino,Sale,Jun,2009,69.0,Hino,Hino,,TRUCKS,2009-06-01
Nissan,Prod.,July,2008,0.0,Nissan,Nissan,,TRUCKS,
Nissan,Prod.,Aug,2008,0.0,Nissan,Nissan,,TRUCKS,2008-08-01
Nissan,Prod.,Sep,2008,0.0,Nissan,Nissan,,TRUCKS,2008-09-01
Nissan,Prod.,Oct,2008,0.0,Nissan,Nissan,,TRUCKS,2008-10-01
Nissan,Prod.,Nov,2008,0.0,Nissan,Nissan,,TRUCKS,2008-11-01
Nissan,Prod.,Dec,2008,0.0,Nissan,Nissan,,TRUCKS,2008-12-01
Nissan,Prod.,Jan,2009,0.0,Nissan,Nissan,,TRUCKS,2009-01-01
Nissan,Prod.,Feb,2009,0.0,Nissan,Nissan,,TRUCKS,2009-02-01
Nissan,Prod.,Mar,2009,0.0,Nissan,Nissan,,TRUCKS,2009-03-01
Nissan,Prod.,Apr,2009,0.0,Nissan,Nissan,,TRUCKS,2009-04-01
Nissan,Prod.,May,2009,0.0,Nissan,Nissan,,TRUCKS,2009-05-01
Nissan,Prod.,Jun,2009,0.0,Nissan,Nissan,,TRUCKS,2009-06-01
Nissan,Sale,July,2008,0.0,Nissan,Nissan,,TRUCKS,
Nissan,Sale,Aug,2008,0.0,Nissan,Nissan,,TRUCKS,2008-08-01
Nissan,Sale,Sep,2008,0.0,Nissan,Nissan,,TRUCKS,2008-09-01
Nissan,Sale,Oct,2008,0.0,Nissan,Nissan,,TRUCKS,2008-10-01
Nissan,Sale,Nov,2008,6.0,Nissan,Nissan,,TRUCKS,2008-11-01
Nissan,Sale,Dec,2008,0.0,Nissan,Nissan,,TRUCKS,2008-12-01
Nissan,Sale,Jan,2009,0.0,Nissan,Nissan,,TRUCKS,2009-01-01
Nissan,Sale,Feb,2009,0.0,Nissan,Nissan,,TRUCKS,2009-02-01
Nissan,Sale,Mar,2009,0.0,Nissan,Nissan,,TRUCKS,2009-03-01
Nissan,Sale,Apr,2009,5.0,Nissan,Nissan,,TRUCKS,2009-04-01
Nissan,Sale,May,2009,0.0,Nissan,Nissan,,TRUCKS,2009-05-01
Nissan,Sale,Jun,2009,7.0,Nissan,Nissan,,TRUCKS,2009-06-01
Dong Feng,Prod.,Feb,2009,1.0,Dong Feng,Dong Feng,,TRUCKS,2009-02-01
Dong Feng,Prod.,Mar,2009,5.0,Dong Feng,Dong Feng,,TRUCKS,2009-03-01
Dong Feng,Prod.,May,2009,0.0,Dong Feng,Dong Feng,,TRUCKS,2009-05-01
Dong Feng,Sale,Jan,2009,0.0,Dong Feng,Dong Feng,,TRUCKS,2009-01-01
Dong Feng,Sale,Feb,2009,5.0,Dong Feng,Dong Feng,,TRUCKS,2009-02-01
Dong Feng,Sale,Mar,2009,0.0,Dong Feng,Dong Feng,,TRUCKS,2009-03-01
Dong Feng,Sale,May,2009,3.0,Dong Feng,Dong Feng,,TRUCKS,2009-05-01
Master,Prod.,July,2008,0.0,Master,Master,,TRUCKS,
Master,Prod.,Aug,2008,0.0,Master,Master,,TRUCKS,2008-08-01
Master,Prod.,Sep,2008,0.0,Master,Master,,TRUCKS,2008-09-01
Master,Prod.,Oct,2008,0.0,Master,Master,,TRUCKS,2008-10-01
Master,Prod.,Nov,2008,0.0,Master,Master,,TRUCKS,2008-11-01
Master,Prod.,Dec,2008,0.0,Master,Master,,TRUCKS,2008-12-01
Master,Prod.,Jan,2009,0.0,Master,Master,,TRUCKS,2009-01-01
Master,Prod.,Feb,2009,0.0,Master,Master,,TRUCKS,2009-02-01
Master,Prod.,Mar,2009,0.0,Master,Master,,TRUCKS,2009-03-01
Master,Prod.,Apr,2009,0.0,Master,Master,,TRUCKS,2009-04-01
Master,Prod.,May,2009,0.0,Master,Master,,TRUCKS,2009-05-01
Master,Prod.,Jun,2009,0.0,Master,Master,,TRUCKS,2009-06-01
Master,Sale,July,2008,0.0,Master,Master,,TRUCKS,
Master,Sale,Aug,2008,0.0,Master,Master,,TRUCKS,2008-08-01
Master,Sale,Sep,2008,0.0,Master,Master,,TRUCKS,2008-09-01
Master,Sale,Oct,2008,0.0,Master,Master,,TRUCKS,2008-10-01
Master,Sale,Nov,2008,1.0,Master,Master,,TRUCKS,2008-11-01
Master,Sale,Dec,2008,0.0,Master,Master,,TRUCKS,2008-12-01
Master,Sale,Jan,2009,0.0,Master,Master,,TRUCKS,2009-01-01
Master,Sale,Feb,2009,0.0,Master,Master,,TRUCKS,2009-02-01
Master,Sale,Mar,2009,0.0,Master,Master,,TRUCKS,2009-03-01
Master,Sale,Apr,2009,0.0,Master,Master,,TRUCKS,2009-04-01
Master,Sale,May,2009,0.0,Master,Master,,TRUCKS,2009-05-01
Master,Sale,Jun,2009,0.0,Master,Master,,TRUCKS,2009-06-01
Isuzu,Prod.,July,2008,24.0,Isuzu,Isuzu,,TRUCKS,
Isuzu,Prod.,Aug,2008,6.0,Isuzu,Isuzu,,TRUCKS,2008-08-01
Isuzu,Prod.,Sep,2008,18.0,Isuzu,Isuzu,,TRUCKS,2008-09-01
Isuzu,Prod.,Oct,2008,0.0,Isuzu,Isuzu,,TRUCKS,2008-10-01
Isuzu,Prod.,Nov,2008,0.0,Isuzu,Isuzu,,TRUCKS,2008-11-01
Isuzu,Prod.,Dec,2008,0.0,Isuzu,Isuzu,,TRUCKS,2008-12-01
Isuzu,Prod.,Jan,2009,0.0,Isuzu,Isuzu,,TRUCKS,2009-01-01
Isuzu,Prod.,Feb,2009,12.0,Isuzu,Isuzu,,TRUCKS,2009-02-01
Isuzu,Prod.,Mar,2009,0.0,Isuzu,Isuzu,,TRUCKS,2009-03-01
Isuzu,Prod.,Apr,2009,28.0,Isuzu,Isuzu,,TRUCKS,2009-04-01
Isuzu,Prod.,May,2009,30.0,Isuzu,Isuzu,,TRUCKS,2009-05-01
Isuzu,Prod.,Jun,2009,18.0,Isuzu,Isuzu,,TRUCKS,2009-06-01
Isuzu,Sale,July,2008,11.0,Isuzu,Isuzu,,TRUCKS,
Isuzu,Sale,Aug,2008,2.0,Isuzu,Isuzu,,TRUCKS,2008-08-01
Isuzu,Sale,Sep,2008,1.0,Isuzu,Isuzu,,TRUCKS,2008-09-01
Isuzu,Sale,Oct,2008,12.0,Isuzu,Isuzu,,TRUCKS,2008-10-01
Isuzu,Sale,Nov,2008,12.0,Isuzu,Isuzu,,TRUCKS,2008-11-01
Isuzu,Sale,Dec,2008,7.0,Isuzu,Isuzu,,TRUCKS,2008-12-01
Isuzu,Sale,Jan,2009,1.0,Isuzu,Isuzu,,TRUCKS,2009-01-01
Isuzu,Sale,Feb,2009,13.0,Isuzu,Isuzu,,TRUCKS,2009-02-01
Isuzu,Sale,Mar,2009,16.0,Isuzu,Isuzu,,TRUCKS,2009-03-01
Isuzu,Sale,Apr,2009,12.0,Isuzu,Isuzu,,TRUCKS,2009-04-01
Isuzu,Sale,May,2009,29.0,Isuzu,Isuzu,,TRUCKS,2009-05-01
Isuzu,Sale,Jun,2009,19.0,Isuzu,Isuzu,,TRUCKS,2009-06-01
Suzuki Potohar,Prod.,July,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",
Suzuki Potohar,Prod.,Aug,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-08-01
Suzuki Potohar,Prod.,Sep,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-09-01
Suzuki Potohar,Prod.,Oct,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-10-01
Suzuki Potohar,Prod.,Nov,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-11-01
Suzuki Potohar,Prod.,Dec,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-12-01
Suzuki Potohar,Prod.,Jan,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-01-01
Suzuki Potohar,Prod.,Feb,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-02-01
Suzuki Potohar,Prod.,Mar,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-03-01
Suzuki Potohar,Prod.,Apr,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-04-01
Suzuki Potohar,Prod.,May,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-05-01
Suzuki Potohar,Prod.,Jun,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-06-01
Suzuki Potohar,Sale,July,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",
Suzuki Potohar,Sale,Aug,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-08-01
Suzuki Potohar,Sale,Sep,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-09-01
Suzuki Potohar,Sale,Oct,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-10-01
Suzuki Potohar,Sale,Nov,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-11-01
Suzuki Potohar,Sale,Dec,2008,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2008-12-01
Suzuki Potohar,Sale,Jan,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-01-01
Suzuki Potohar,Sale,Feb,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-02-01
Suzuki Potohar,Sale,Mar,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-03-01
Suzuki Potohar,Sale,Apr,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-04-01
Suzuki Potohar,Sale,May,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-05-01
Suzuki Potohar,Sale,Jun,2009,0.0,Suzuki Potohar,Suzuki Potohar,,"LCVS, VANS & JEEPS (4X4)",2009-06-01
Sigma Defender,Prod.,July,2008,182.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",
Sigma Defender,Prod.,Aug,2008,119.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-08-01
Sigma Defender,Prod.,Sep,2008,137.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-09-01
Sigma Defender,Prod.,Oct,2008,92.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-10-01
Sigma Defender,Prod.,Nov,2008,66.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-11-01
Sigma Defender,Prod.,Dec,2008,5.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-12-01
Sigma Defender,Prod.,Jan,2009,8.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-01-01
Sigma Defender,Prod.,Feb,2009,72.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-02-01
Sigma Defender,Prod.,Mar,2009,30.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-03-01
Sigma Defender,Prod.,Apr,2009,72.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-04-01
Sigma Defender,Prod.,May,2009,67.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-05-01
Sigma Defender,Prod.,Jun,2009,82.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-06-01
Sigma Defender,Sale,July,2008,211.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",
Sigma Defender,Sale,Aug,2008,125.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-08-01
Sigma Defender,Sale,Sep,2008,157.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-09-01
Sigma Defender,Sale,Oct,2008,50.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-10-01
Sigma Defender,Sale,Nov,2008,38.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-11-01
Sigma Defender,Sale,Dec,2008,0.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2008-12-01
Sigma Defender,Sale,Jan,2009,86.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-01-01
Sigma Defender,Sale,Feb,2009,64.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-02-01
Sigma Defender,Sale,Mar,2009,51.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-03-01
Sigma Defender,Sale,Apr,2009,68.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-04-01
Sigma Defender,Sale,May,2009,44.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-05-01
Sigma Defender,Sale,Jun,2009,172.0,Sigma Defender,Sigma Defender,,"LCVS, VANS & JEEPS",2009-06-01
Suzuki Ravi,Prod.,July,2008,1243.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",
Suzuki Ravi,Prod.,Aug,2008,1690.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-08-01
Suzuki Ravi,Prod.,Sep,2008,1261.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-09-01
Suzuki Ravi,Prod.,Oct,2008,1866.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-10-01
Suzuki Ravi,Prod.,Nov,2008,1787.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-11-01
Suzuki Ravi,Prod.,Dec,2008,1420.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-12-01
Suzuki Ravi,Prod.,Jan,2009,701.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-01-01
Suzuki Ravi,Prod.,Feb,2009,651.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-02-01
Suzuki Ravi,Prod.,Mar,2009,621.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-03-01
Suzuki Ravi,Prod.,Apr,2009,585.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-04-01
Suzuki Ravi,Prod.,May,2009,343.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-05-01
Suzuki Ravi,Prod.,Jun,2009,475.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-06-01
Suzuki Ravi,Sale,July,2008,1200.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",
Suzuki Ravi,Sale,Aug,2008,1714.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-08-01
Suzuki Ravi,Sale,Sep,2008,964.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-09-01
Suzuki Ravi,Sale,Oct,2008,1939.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-10-01
Suzuki Ravi,Sale,Nov,2008,2011.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-11-01
Suzuki Ravi,Sale,Dec,2008,1061.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2008-12-01
Suzuki Ravi,Sale,Jan,2009,435.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-01-01
Suzuki Ravi,Sale,Feb,2009,202.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-02-01
Suzuki Ravi,Sale,Mar,2009,308.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-03-01
Suzuki Ravi,Sale,Apr,2009,598.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-04-01
Suzuki Ravi,Sale,May,2009,731.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-05-01
Suzuki Ravi,Sale,Jun,2009,737.0,Suzuki Ravi,Suzuki  Ravi,,"LCVS, VANS & JEEPS (4X4)",2009-06-01
Toyota Hilux,Prod.,July,2008,160.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",
Toyota Hilux,Prod.,Aug,2008,150.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-08-01
Toyota Hilux,Prod.,Sep,2008,165.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-09-01
Toyota Hilux,Prod.,Oct,2008,123.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-10-01
Toyota Hilux,Prod.,Nov,2008,112.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-11-01
Toyota Hilux,Prod.,Dec,2008,1.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-12-01
Toyota Hilux,Prod.,Jan,2009,120.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-01-01
Toyota Hilux,Prod.,Feb,2009,80.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-02-01
Toyota Hilux,Prod.,Mar,2009,78.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-03-01
Toyota Hilux,Prod.,Apr,2009,120.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-04-01
Toyota Hilux,Prod.,May,2009,148.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-05-01
Toyota Hilux,Prod.,Jun,2009,184.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-06-01
Toyota Hilux,Sale,July,2008,81.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",
Toyota Hilux,Sale,Aug,2008,123.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-08-01
Toyota Hilux,Sale,Sep,2008,145.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-09-01
Toyota Hilux,Sale,Oct,2008,180.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-10-01
Toyota Hilux,Sale,Nov,2008,45.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-11-01
Toyota Hilux,Sale,Dec,2008,46.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2008-12-01
Toyota Hilux,Sale,Jan,2009,26.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-01-01
Toyota Hilux,Sale,Feb,2009,48.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-02-01
Toyota Hilux,Sale,Mar,2009,78.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-03-01
Toyota Hilux,Sale,Apr,2009,140.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-04-01
Toyota Hilux,Sale,May,2009,169.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-05-01
Toyota Hilux,Sale,Jun,2009,453.0,Toyota Hilux,Toyota Hilux,,"LCVS, VANS & JEEPS",2009-06-01
Dong Feng,Prod.,Aug,2008,5.0,Dong Feng,Dong Feng,,TRUCKS,2008-08-01
Dong Feng,Prod.,Oct,2008,5.0,Dong Feng,Dong Feng,,TRUCKS,2008-10-01
Dong Feng,Prod.,Nov,2008,6.0,Dong Feng,Dong Feng,,TRUCKS,2008-11-01
Dong Feng,Prod.,Dec,2008,9.0,Dong Feng,Dong Feng,,TRUCKS,2008-12-01
Dong Feng,Prod.,Jan,2009,7.0,Dong Feng,Dong Feng,,TRUCKS,2009-01-01
Dong Feng,Prod.,Feb,2009,6.0,Dong Feng,Dong Feng,,TRUCKS,2009-02-01
Dong Feng,Prod.,Apr,2009,4.0,Dong Feng,Dong Feng,,TRUCKS,2009-04-01
Dong Feng,Sale,July,2008,7.0,Dong Feng,Dong Feng,,TRUCKS,
Dong Feng,Sale,Aug,2008,3.0,Dong Feng,Dong Feng,,TRUCKS,2008-08-01
Dong Feng,Sale,Sep,2008,6.0,Dong Feng,Dong Feng,,TRUCKS,2008-09-01
